overall,vote,verified,reviewText,summary,unixReviewTime,Topic1,Topic2,Topic3,Topic4,Topic5,imagenum,nameverified,Sentiment,Length,Sentences,Flesch,Days,verified_option,Retail,vote_fillna
5.0,,1,"This keyboard replaced the identical unit that I purchased over 12 years ago.  My old one wasn't ""quirky"" and was still totally programmable.  Problem (I think) was it was just getting old.  Some of the buttons at the top of the keyboard didn't work anymore.  I will chalk that up to age and use and possibly just plain old dirty pots in the buttons.  I will take it apart, clean it thoroughly and see if I can get it to function again.  The new one is an absolute duplicate of my older unit.  It's like a comfortable old car that you KNOW is always gonna get you there.  Computing habits, hand and key  movements, number pad etc ... become almost reflexive over time and I didn't want to have to learn a new board.  The MS 4000 is a FANTASTIC keyboard.  Again, totally programmable and has some exceptionally nice features.  I recommend this board over ALL OTHER ergonomic boards out there ... and all my keyboards are Microsoft.  If you love ergonomic boards ... get this one ... you won't be disappointed.  Microsoft Keyboard and Mouse Center do not have to be loaded to use it, but I recommend that free download to customize your board.",It's like a comfortable old car that you KNOW is always gonna get you there.,2016-01-06,0.47912999987602234,0.04303999990224838,0.3978100121021271,0.04479999840259552,0.03522000089287758,0,0.0,0.9658,202,1,-125.1,3745,0,1,0.0
5.0,,1,Excellent,Five Stars,2016-01-05,0.4788399934768677,0.038040000945329666,0.3945100009441376,0.05851000174880028,0.03009999915957451,0,1.0,0.5719,1,1,-47.99,3744,0,1,0.0
5.0,,1,Excellent product. Help tremendously to alleviate my wrist pain.,Excellent product. Help tremendously to alleviate my wrist pain.,2016-01-05,0.4907200038433075,0.03753000125288963,0.38923999667167664,0.05280999839305878,0.02969999983906746,0,0.0,0.4767,9,1,36.96,3744,0,1,0.0
5.0,,1,"I have one of these at work and one at home, once you get use to the split keyboard it works great and reduces the stress on my hands.  I have small hands and the split keeps each hand key placement in a nice sized area for my hands",once you get use to the split keyboard it works great and reduces the stress on my hands,2016-01-05,0.48486000299453735,0.037039998918771744,0.3965199887752533,0.05226999893784523,0.02930999919772148,0,1.0,0.8074,49,1,64.04,3744,0,1,0.0
5.0,,1,Great product that eliminated wrist pain I was feeling with normal keyboard.  Loaded with usability features.,Five Stars,2016-01-05,0.49327000975608826,0.037370000034570694,0.3935700058937073,0.046220000833272934,0.029570000246167183,0,1.0,0.3182,16,1,38.32,3744,0,1,0.0
4.0,,1,"I like it, easy to convert from a normal keyboard to this one.",Four Stars,2016-01-01,0.4768500030040741,0.03776000067591667,0.40880000591278076,0.046709999442100525,0.02988000027835369,0,0.0,0.6597,13,1,92.12,3740,0,1,0.0
4.0,4.0,1,"I figured out how to create a sleep button by programming a macro key like this in Window 10:
1. Open Start --> All Apps --> Microsoft Mouse and Keyboard (the software installed with the keyboard, download from microsoft.com if you don't have it)
2. Open the keyboard settings, then select a button to assign a macro for (e.g. for the Web / Home button)
3. Select the ""Macro"" radio button and click to create a new one, name the new macro ""sleep""
4. Insert the Windows Key via the ""Insert Special Keys"" droplist
5. Double click the Windows key to select it, then right click and choose ""split""
6. Insert an ""X"" between the Windows Keys- this will open the right click start menu
7. Move to the end of the macro, then type arrow keys up, up, right, down, and then press enter- this selects the ""sleep"" menu item
8. See the picture for how things should look in your editor when done
9. Exit the macro editor and test your new sleep key!

Please click on the helpful link so that other people can find this info. It took me a while to figure out- there's no command line task to make this happen- only to hibernate- and 3rd party software isn't safe.

Oh yeah, and as this is a review- the keyboard is great otherwise, been using it for years.",How to program a macro button to make the computer sleep (Windows 10 instructions),2016-01-01,0.49476999044418335,0.0392099991440773,0.3891099989414215,0.04613000154495239,0.030780000612139702,74,0.0,0.9337,231,11,84.0,3740,0,1,4.0
5.0,,1,The most comfortable keyboard I've ever used.  Can't imagine working without it - so I bought another for my second computer.,Excellent product,2015-12-31,0.482589989900589,0.037620000541210175,0.40347999334335327,0.046539999544620514,0.02978000044822693,0,0.0,0.5563,20,1,42.72,3739,0,1,0.0
5.0,,1,Takes a little time to get used to but it is ultra comfortable for the hands,... time to get used to but it is ultra comfortable for the,2015-12-30,0.4958899915218353,0.03751000016927719,0.390500009059906,0.04639999940991402,0.029689999297261238,0,0.0,0.6652,16,1,80.62,3738,0,1,0.0
4.0,,0,"It's a nice keyboard, which works well for Windows 10.

I have a solar keyboard, but I work in a dark area and sadly it is always in danger of being disconnected, so I have to use this keyboard occasionally which has a direct usb cable connection.  I sell computers for a living and I always recommend people having a corded keyboard on standby even if you have battery operated wifi, blue-tooth or even a solar keyboard.

This is a cheap enough keyboard for that and when I don't need portability it works well.  My only gripe is the zoom button can be moved especially when you have an under the desk sliding keyboard tray and it zooms either in or out.",Classic keyboard takes some getting used to if you're a chicklet kind of keyboard user,2015-12-30,0.48423001170158386,0.03644999861717224,0.4053899943828583,0.045079998672008514,0.028850000351667404,0,0.0,-0.2382,122,1,-35.44,3738,0,1,0.0
2.0,,1,"This has been my go to keyboard ever since Microsoft discontinued the original ""Natural Multimedia"" keyboard. Sadly, the 4000 only lasts a few years, at best, and each new one I purchase seems to have lower build quality than the last one. Microsoft (and/or their supplier) seem to be shaving every last penny out of this keyboard. Yeah it looks the same, but lettering wears off the keys quickly, the space bar rattles and has poor response, and the keys have become more noisy and sloppy. The overall feel is far worse than the original 4000.

All the newer ""ergonomic"" keyboards are mostly wireless which has its own disadvantages. Microsoft has also dramatically changed the layout of the delete/home/end/etc. keys on their newer ergo keyboards (like the Sculpt models) and switched to even smaller barely usable function keys. Logitech has the big bloated ugly Wave which is also arguably worse than the 4000. So this keyboard remains the lesser evil among a poor selection of ergo options. I just wish Microsoft would come out with a ""4500"" with the same layout and proper two color injection molded keycaps (instead of cheap silkscreened letters that wear off), higher quality feel, and a better space bar mechanism. I'd gladly pay more for such a keyboard.

And, for those wondering, there's no difference in the current bulk, retail, and business versions of this keyboard besides the packaging. They all feel cheap, rattle, and are short lived with heavy use.",Look at the date of reviews as the quality has steadily gone down hill.,2015-12-30,0.4849399924278259,0.0378899984061718,0.40123000741004944,0.04676000028848648,0.029179999604821205,0,0.0,-0.9765,246,11,57.2,3738,0,1,0.0
3.0,,1,"Unfortunately the letters wear of the keyboard quickly, so if you are not proficient at typing it could be a problem","Unfortunately the letters wear of the keyboard quickly,",2015-12-29,0.47293999791145325,0.03748000040650368,0.41356998682022095,0.04636000096797943,0.029659999534487724,0,0.0,-0.6249,21,1,58.62,3737,0,1,0.0
5.0,,1,"Have purchased this keyboard several times over the years.  The keys are super quiet at first, but over time, they will get noisy.  Something seems to wear out or something.  Other than that I love this unit.",Best ergonomic keyboard out there,2015-12-29,0.49024999141693115,0.041919998824596405,0.3923499882221222,0.04602999985218048,0.02944999933242798,0,0.0,0.802,37,1,59.3,3737,0,1,0.0
4.0,,1,The only keyboard I use. I go through them like water. I just wish they'd come out with a wireless version!,I go through them like water. I just wish they'd come out with ...,2015-12-28,0.4811300039291382,0.037459999322891235,0.4054200053215027,0.04633999988436699,0.029650000855326653,0,0.0,0.6696,21,3,98.21,3736,0,1,0.0
3.0,,1,Didn't meet expectations.  It was supposed to have worked the same as the one it replaced but it doesn't.  Many of the control features don't work.,Didn't meet expectations.,2015-12-28,0.4765999913215637,0.03743999823927879,0.4049299955368042,0.04631999880075455,0.034699998795986176,0,0.0,0.0,26,1,62.01,3736,0,1,0.0
5.0,,1,I replaced a wireless MS 4000 with this and like this one much better!!,Five Stars,2015-12-28,0.47519999742507935,0.037629999220371246,0.4108400046825409,0.046549998223781586,0.02978000044822693,0,0.0,0.717,14,1,91.11,3736,0,1,0.0
5.0,,1,very good ergonomics,Five Stars,2015-12-28,0.4778900146484375,0.037859998643398285,0.40744999051094055,0.04682999849319458,0.02996000088751316,0,0.0,0.4927,3,1,93.81,3736,0,1,0.0
5.0,,1,"Great keyboard, I just wish they made a version exactly like this, but without the number pad.",Five Stars,2015-12-26,0.4853399991989136,0.037470001727342606,0.40119001269340515,0.04634999856352806,0.029650000855326653,0,0.0,0.5882,17,1,71.14,3734,0,0,0.0
5.0,,1,Great for the price. Solved the pain in my hands.,Five Stars,2015-12-25,0.49540001153945923,0.037629999220371246,0.3906500041484833,0.046539999544620514,0.02978000044822693,0,0.0,0.4404,10,2,117.16,3733,0,1,0.0
3.0,,0,"I thought it was an OK keyboard. It's comfortable to type on and has plenty of features. It's inexpensively made, but will work well in a low-intensity typing environment. The one thing I don't like about it is that the letters on the keys disappear quickly. They're not actually built into the keys but are nothing more than very thin decals which wear off in short order. This can be delayed by painting a coat of clear nail polish over each key to help alleviate the wear. So long as it's kept up, the decals should last. We have a number of these where I work and the biggest complaint from users (who type a LOT) is that the characters disappear from the keys in very short order.

I didn't care for the F-Lock key that alternates between F-keys (functions) and the various tools/options assigned to each key as well. I'd rather press something like a [Fn] key plus the key desired than to press the F-Lock, then the key.",OK Keyboard for Home Use,2015-12-23,0.48475000262260437,0.03627999871969223,0.4053899943828583,0.04487000033259392,0.028710000216960907,0,0.0,0.213,170,9,77.67,3731,0,1,0.0
4.0,,1,Really beautiful design. Looks sleek and manufactured well.,Four Stars,2015-12-21,0.4753299951553345,0.0377499982714653,0.41032999753952026,0.04670000076293945,0.02988000027835369,0,0.0,0.7425,8,2,33.58,3729,0,1,0.0
5.0,,1,All good. Nice product. Thanks..!,Five Stars,2015-12-21,0.48374998569488525,0.03764000162482262,0.3942500054836273,0.05457000061869621,0.029789999127388,0,0.0,0.7177,5,1,100.24,3729,0,1,0.0
5.0,,1,"I really like this keyboard only thing is that it wears out after awhile, had to replace it twice now for cosmetic reasons. The wrist pad lasts about two years for me, the letters wear off after a year or so.","Nice keyboard, eventually wears out though.",2015-12-20,0.47707998752593994,0.037220001220703125,0.4048900008201599,0.04603999853134155,0.03477000072598457,0,0.0,0.4201,41,2,76.05,3728,0,1,0.0
4.0,,1,"Yup, it's a keyboard.  Type on it and things show up on your screen. So cool.",So cool.,2015-12-20,0.4923799932003021,0.0378200002014637,0.39309999346733093,0.04678000137209892,0.029929999262094498,0,0.0,0.4572,16,1,97.54,3728,0,0,0.0
5.0,,1,I own two of these. I'm a 6'2 man with large hands. It's perfect for me.,Large and good,2015-12-20,0.47929999232292175,0.0377499982714653,0.4063900113105774,0.04668999835848808,0.02986999973654747,0,0.0,0.5719,16,3,108.4,3728,0,1,0.0
5.0,,1,This is my probably my 5th one. I keep wearing out the keys or spilling stuff on them. So glad they still make them. I have been using the keyboards for so long I don't want to switch to anything else.,So glad they still make them,2015-12-19,0.4761900007724762,0.04284999892115593,0.40167999267578125,0.04608999937772751,0.03319000080227852,0,1.0,0.5236,41,4,103.32,3727,0,1,0.0
5.0,,1,"Great product, and performed exactly as described",Five Stars,2015-12-19,0.48072001338005066,0.03767000138759613,0.4052000045776367,0.04659000039100647,0.029810000211000443,0,0.0,0.6249,7,1,55.91,3727,0,1,0.0
2.0,,1,"I took some time to check the differences between what I've bought (Business Model) and the Retail Model. And if one looks close, the keycaps imprints, windows key surface, Ctrl shortcuts, the keyboard's body also has some printed details, etc. Since no one officially states the differences. I've decided to go for the Business Model thinking it could be that those differences on the imprints everywhere could also reflect on quality. Now, I'm sure I've received the Retail one. This is not the product I've paid extra for!. If you want this product, go for the Retail. You may get scammed.","Paid extra for Business, received Retail model.",2015-12-17,0.4957199990749359,0.04084999859333038,0.3870700001716614,0.04546000063419342,0.030889999121427536,0,0.0,0.1759,101,8,75.61,3725,0,0,0.0
5.0,,1,This keyboard is a little big so it demands people with really long fingers and large hands to be able to control it and it is not for small hands at all.,This keyboard is a little big so it demands people ...,2015-12-17,0.48708000779151917,0.03720000013709068,0.40026000142097473,0.04602000117301941,0.029440000653266907,0,1.0,0.0,32,1,64.38,3725,0,1,0.0
4.0,,1,"a bit large and bulky, excellent design. minimizes wrist and hand strain.","a bit large and bulky, excellent design. minimizes wrist and hand strain.",2015-12-16,0.48326998949050903,0.037470001727342606,0.3980500102043152,0.05155999958515167,0.029650000855326653,0,0.0,0.7717,12,1,76.22,3724,0,0,0.0
4.0,,1,we like the product.,Four Stars,2015-12-15,0.48938000202178955,0.03787999972701073,0.39590001106262207,0.046859998255968094,0.029980000108480453,0,0.0,0.3612,4,1,92.8,3723,0,1,0.0
5.0,,1,Love this keyboard. Had one for the office and got a second for at home. Pretty much don't like any other keyboards. I have carpal tunnel and this makes such a huge difference.,Fantastic product,2015-12-14,0.4853599965572357,0.04926000162959099,0.39010998606681824,0.045899998396635056,0.029370000585913658,0,0.0,0.822,33,4,88.43,3722,0,1,0.0
1.0,,1,stopped working after few months.,Bad purchase,2015-12-14,0.47648999094963074,0.037769999355077744,0.40911999344825745,0.046720001846551895,0.029890000820159912,0,0.0,-0.2263,5,1,83.32,3722,0,1,0.0
5.0,2.0,1,"I have been using my trusty wireless Logitech ergonomic split keyboard for more than a decade, but it has seen its age with worn out keys.  I don't like the newer type of ""wave"" keyboards, since you would still need to type with your two hands pressing close to each other like conventional keyboards.  I have not been much of a fan of Microsoft keyboards either as I find their keys spongy compared to Logitech keyboards.  But since Logitech no longer produces split type of ergonomic keyboards, I decided to give the Microsoft 4000 a try.  To my surprise, it is much better than I thought. The raised stand, together with the padded wrist rest, is very comfortable.  I also find myself adjusting to a healthier sitting position in tandem with this new keyboard.  While the keys still feel a bit spongy to me, the overall typing experience is very pleasant.  I only wish they would carry a wireless version of this keyboard, but I am still happy with this USB version.","Great ""split"" keyboard",2015-12-13,0.49042001366615295,0.0361500009894371,0.3981899917125702,0.046629998832941055,0.028610000386834145,0,0.0,0.9652,172,2,1.11,3721,0,1,2.0
5.0,,1,Ergonomic keyboard is the only way to go!,Five Stars,2015-12-13,0.48089998960494995,0.038040000945329666,0.4039100110530853,0.04704999923706055,0.03009999915957451,0,0.0,0.0,8,1,71.82,3721,0,1,0.0
4.0,,1,"Was unsure of the forward sloping design, but it's a winner, once you get used to it.  My wrists love it!  A little different approach to keyboard customization that may not be for the ""sunday afternoon"" computer user.  Takes a little understanding of computers and how to interact with them.  Nothing serious, but it's not as easy as some other approaches.  On the flip side, you can get a more complex and potentially useful custom key by building fairly complex key-stroke based macros into the customizable keys.  Very nice.

Keyboard touch and feel are good.  I fuss a little about the raised bar on the F and J home keys.  It is located on the lower edge of the key and I sometimes have to feel for it.  Prefer the raised dot in the center some other boards use but not a deal breaker.  Breakover point is quick, giving a crisp feel, not mushy.  The on board button to open the customization interface is a nice touch as is the zoom key in the middle.

Would be a five star keyboard if it was or had a similarly configured sibling, that was wireless.  I am living with the wires, but I don't like them!",Excellent ergonomics in a wired keyboard.,2015-12-12,0.4815700054168701,0.04261999949812889,0.40130001306533813,0.04608999937772751,0.02841000072658062,0,0.0,0.9774,204,1,-118.67,3720,0,0,0.0
5.0,,1,It's all about the curve.  I make fewer keyboarding mistakes with a curved keyboard.  I don't use its special keys too often.  I do wish the Num Lock indicator light were still on the Num Lock button though.  After several months even an old guy and adapt however.  It is also nice and comfy on my palm and wrist.,It is all About the Curve.,2015-12-12,0.4884200096130371,0.0370899997651577,0.399260014295578,0.04588000103831291,0.029349999502301216,0,1.0,0.1882,59,1,28.51,3720,0,1,0.0
5.0,,1,Works awesome typing on it now love it. Just defiantly not waterproof,Five Stars,2015-12-11,0.48173001408576965,0.03773999959230423,0.3940800130367279,0.04667999967932701,0.03977999836206436,0,0.0,0.8519,12,2,65.39,3719,0,1,0.0
5.0,,1,"Great keyboard! I ever suffered from carpel tunnel syndrome and recovered naturally and since then, I've not taken the health of my wrist lightly. Took some learning to use this oddly shape split keyboard and it isn't easy to type with one hand anymore but it sure does wonders for my wrists!",Great keyboard and comfortable too!,2015-12-10,0.4907799959182739,0.04244999960064888,0.3921999931335449,0.04546999931335449,0.029100000858306885,0,0.0,0.6576,52,2,70.47,3718,0,1,0.0
5.0,,1,"I type faster on these and find it far easier to reach for keys on the top row. If these weren't so expensive, I'd keep buying them. My son spilled milk in it and it stopped working. Nothing else to be said after that.",I type faster on these and find it far easier ...,2015-12-10,0.47808998823165894,0.03717000037431717,0.4047499895095825,0.05056999996304512,0.029419999569654465,0,0.0,0.4215,44,4,94.15,3718,0,1,0.0
5.0,,1,"8 hours a day 5 days a week of heavy use, keys are quieter than most keyboards, the ergonomics have helped me get rid of wrist pain from having my hands too close together while typing.  Keyboard took about a week to get used to, tough keys to hit are 6 and 7 in the beginning, but now (I am a touch typer 120WPM) it is just as quick and easy to use as a regular keyboard.

The soft cushion at the base is a plus.","2 months of use, would recommend for heavy use.",2015-12-09,0.48923999071121216,0.03654000163078308,0.3973200023174286,0.04797999933362007,0.028920000419020653,0,0.0,0.3506,86,1,18.03,3717,0,0,0.0
4.0,,1,"I sit with my keyboard in my lap, I don't like having them on my desk, call me weird but I am a gamer/student and this is just how I hold it. The size is great and I like the separation of the buttons and the quick calculator keys ect.

The problem with this keyboard is the cord, I've bought 3 of these now, they last about a year and a half before the cord will start to rupture open on the top where it sticks out of the opening. I have had no other issues other than this, and this keyboard has been the only one to do this to me all of my life, however I enjoy all other features of it too much to replace it.","I really like this keyboard, I love it in fact, but...",2015-12-09,0.48041999340057373,0.03660000115633011,0.4044100046157837,0.047529999166727066,0.031039999797940254,0,1.0,0.499,129,3,61.67,3717,0,1,0.0
5.0,2.0,1,"Can't be beat for proper keyboard design. I use a keyboard ALL DAY. Mine all sit on slide-out trays and are at exactly the right height for me to keep wrists in a natural position and very straight. I think I have very low chances for developing carpal tunnel syndrome - - knock wood.

I use these keyboards for my Macs too! There's a keyboard mapping App called Karabiner - that lets me make my keys be the same as on my PCs (in the office) but with Mac functionality. I do think Apple is missing the boat by sticking with just a ""straight"" keyboard.",I wish Apple had Ergonomic Keyboards too!,2015-12-07,0.4893999993801117,0.04309999942779541,0.3931899964809418,0.04532000049948692,0.028999999165534973,0,0.0,-0.227,102,6,79.6,3715,0,1,2.0
2.0,,1,"I have two of these keyboards.  I bought one for home and one for work.  The one for work is a year and a half old and most of the keys are no longer labeled as the white font has worn off.  This doesn't matter to me as I don't look at the keys to type but whenever my IT guys come to work on my PC I have to type for them because they keyboard is so foreign in shape to them and with the keys not labeled they are really lost.

This morning my home one (only a few months old) has a key that quit working.  Which makes renaming my e cel documents difficult as the key that no longer works is needed.  (the letter before y).",Not durable.,2015-12-07,0.4743799865245819,0.03669999912381172,0.41207998991012573,0.04777999967336655,0.02905000001192093,0,0.0,-0.8928,130,1,-26.64,3715,0,1,0.0
4.0,,1,"The only problem is that they are very delicate. I've gone through about one a year since they were introduced, and I just keep a backup ready now, because I know it's going to fail eventually. Water is this keyboards natural enemy. A single drop of condensation falling off a cold glass has been enough to kill it in the past.

So for durability I have to dock a star. In another product I'd probably dock more, but the keyboard is just so dang good in all other ways.",This is the only keyboard for me. It's a real wrist saver.,2015-12-06,0.48743000626564026,0.04024999961256981,0.39754998683929443,0.04560000076889992,0.029179999604821205,0,0.0,-0.2584,89,5,70.33,3714,0,1,0.0
5.0,,1,"I absolutely love this keyboard.  It's a bit odd the first time you use it but with just a little time on it I'm typing better and having much less fatigue in my forearms from holding my wrists up.  If your tempted not to use the spacer under the wrist rest, I urge you to try it for a while before taking it off. It's actually made the keyboard a very natural fit for me and has not only improved my comfort but also my typing!","Comfortable, easy to use, quality keyboard.",2015-12-03,0.4901700019836426,0.036809999495744705,0.394430011510849,0.04944999888539314,0.02913999930024147,0,0.0,0.9091,86,2,53.21,3711,0,1,0.0
5.0,,1,<3 this keyboard,Great Keyboard,2015-12-02,0.484389990568161,0.0384799987077713,0.3990899920463562,0.047600001096725464,0.03044999949634075,0,0.0,0.4404,3,1,93.81,3710,0,0,0.0
5.0,,1,"Keyboard feels nice: comes with a base support, which you can use or not: has a solid feel: keys have a nice touch. USB connection sets up automatically. Very nice, would buy again.",Keyboard feels nice: comes with a base support,2015-12-02,0.4946900010108948,0.037209998816251755,0.39261001348495483,0.04602999985218048,0.02944999933242798,0,0.0,0.8643,33,3,85.69,3710,0,1,0.0
5.0,,1,love it,Five Stars,2015-12-02,0.4902999997138977,0.038040000945329666,0.3945100009441376,0.04704999923706055,0.03009999915957451,0,0.0,0.6369,2,1,120.21,3710,0,1,0.0
5.0,,1,"Works like it predecessors, tow of which have also failed in the past twelve months.",Five Stars,2015-12-02,0.48144999146461487,0.0376100018620491,0.4046500027179718,0.04651999846100807,0.029769999906420708,0,0.0,-0.2023,15,1,81.63,3710,0,0,0.0
5.0,,1,"Microsoft natural keyboards are the BEST. I resorted to the ""wired"" one, because the wireless model is now impossible to find for less than $300.

But it's a blessing in disguise. The wireless one, while neat - was no longer a necessity. Plus, one less thing to suffer from signal interference and batteries. The wired model seems to be a bit more responsive too - especially when selecting many items on your screen. And MUCH less expensive.

I might buy a few more just to keep as emergency backup in case MS discontinues this.",Best keyboard on the market (for real typists). Might want to stock up if they discontinue them.,2015-12-01,0.4842199981212616,0.04114999994635582,0.397460013628006,0.04805999994277954,0.029109999537467957,0,0.0,0.5649,92,6,64.41,3709,0,0,0.0
5.0,,1,Got this for my wife work because her work used cheap keyboard and she alway get carpal tunnel. This keyboard help her a lot.,Got this for my wife work because her work used ...,2015-12-01,0.47631001472473145,0.04625000059604645,0.4014900028705597,0.046310000121593475,0.02962999977171421,0,0.0,0.4019,24,2,93.14,3709,0,1,0.0
5.0,,1,It's not my first one. But I would say MsNEK 4000 is the best keyboard ever.,But I would say MsNEK 4000 is the best keyboard ever,2015-12-01,0.4788399934768677,0.038040000945329666,0.4059700071811676,0.04704999923706055,0.03009999915957451,0,0.0,0.7783,16,2,105.66,3709,0,1,0.0
5.0,,1,"This is my third Microsoft Ergo 4000 keyboard and it is by far my favorite keyboard to type on. After using this model at home for many years I had to convince my work to buy me one for my desk! I use this keyboard so much that on my last one several keys were polished and smooth with the letters missing, but that took years of abuse to accomplish. I have never had an issue with keys sticking, it's quiet to type on, and very comfortable.",Hands down my favorite keyboard,2015-11-30,0.4874899983406067,0.036740001291036606,0.40125998854637146,0.04543999955058098,0.029079999774694443,0,0.0,0.61,87,4,74.73,3708,0,0,0.0
5.0,,1,Works like a dream and great price,Five Stars,2015-11-30,0.4905099868774414,0.03765999898314476,0.3954299986362457,0.04659000039100647,0.029810000211000443,0,1.0,0.8225,7,1,115.13,3708,0,1,0.0
5.0,,1,Best keyboard ever.,Five Stars,2015-11-29,0.4788399934768677,0.038040000945329666,0.4059700071811676,0.04704999923706055,0.03009999915957451,0,0.0,0.6369,3,1,59.97,3707,0,1,0.0
4.0,,1,"Bought over a year ago, still using it!  Has really nice programming functions, just never got around to using them, but I'm sure I'd really like them.  TURNING OFF THE DARN ALTERNATIVE FUNCTION KEYS WAS A PAIN.  I hated that each time I'd hit F2 to rename something, it would instead UNDO my last action.  But this can be fixed!  It's just a little complicated to figure out is all.  I can't remember off the top of my head how, but it is possible.  Took of 1 star for that reason.",Has really nice programming functions,2015-11-28,0.48236000537872314,0.03663000091910362,0.4007599949836731,0.04836000129580498,0.03189999982714653,0,0.0,-0.6184,91,1,-3.98,3706,0,1,0.0
5.0,,1,"If you like the Microsoft keyboard then you will love this one. I personally have a hard time on a ""laptop or square keyboard"" so I always carry my Microsoft when I travel with my laptop. The way the base toward you stands up it makes a great wrist rest area, something I never thought I would use. I don't need all the fancy extra keys, but if you want them they are there. I have these keyboards stuffed at my country place, my sisters place and anywhere I go often. But if you don't like this style keyboard I doubt my review will change your view.","Best split keyboard, great wrist rest.",2015-11-28,0.4837400019168854,0.03954999893903732,0.39969000220298767,0.04806999862194061,0.028950000181794167,0,0.0,0.7311,107,6,87.25,3706,0,0,0.0
5.0,,1,"I do a lot of typing at the computer, and I prefer an ergonomic keyboard. This one more than meets the requirements. My hand position feels natural, and the keys have a smooth feel. I feel that I can type a bit faster and more accurately on this keyboard than on my previous ergonomic keyboard This keyboard has a number of keys that can be  programmed to do such things as zoom or open the email program. However, I have been using mouse clicks for so many years that I almost never use those keys. Still, I imagine some people would find them useful.","Nice feel, smooth keys.",2015-11-28,0.4856100082397461,0.03832000121474266,0.399370014667511,0.04780000075697899,0.02889999933540821,0,0.0,0.836,104,6,79.3,3706,0,1,0.0
5.0,,1,"Excellent Keyboard. It takes a few hours to get used to, but once you get it, you are on a roll.",Great Keyboard.,2015-11-26,0.4867100119590759,0.03773000091314316,0.3913300037384033,0.05435999855399132,0.02985999919474125,0,0.0,0.3291,21,1,92.46,3704,0,1,0.0
5.0,,1,"I have bad wrists from some sports injuries and have had to go to the chiropractor due to wrist issues for the last few years. Replaced my home and office keyboards with this and haven't had to go back for wrist related issues in 4 months.

Obviously take some getting used to but I can tell how much better they are when I have to go back to a standard keyboard.",Made Wrist Issues Go Away,2015-11-25,0.47991999983787537,0.036959998309612274,0.40498000383377075,0.04887999966740608,0.029260000213980675,0,0.0,0.3818,71,2,60.82,3703,0,1,0.0
5.0,,1,I own 2 of these keyboards. I am a large person and the regular keyboards are too narrow. This keyboard fits me and I like the feel of the keys. I'm a programmer and spend all day at work using the keyboard and when at home I use one on my home pc.,Good keyboard.,2015-11-24,0.48576000332832336,0.03717000037431717,0.40165001153945923,0.045979999005794525,0.029419999569654465,0,0.0,0.3612,53,4,91.82,3702,0,1,0.0
4.0,2.0,1,"As a software developer, this is the best functional and ergonomic keyboard I have found.  I can type for hours and feel no cramps. Convenience keys (mute, volume, play/pause, calculator, etc) are great.  It's a keyboard that feels so good, you forget it's there.

The only bad thing about the keyboard is that the letters rub off way too easily.  After a year or so, the most used keys are no longer visible because the key label is gone.  If you are a pure touch typist, it's not crippling but for people who need to look at the keys every now and then, it could be a major pain. See picture.","Great functionality, but the key labels rub off",2015-11-23,0.48903000354766846,0.03620000183582306,0.39434999227523804,0.046890001744031906,0.03353000059723854,74,0.0,-0.3096,111,2,40.52,3701,0,1,2.0
5.0,,1,100 % recomendable,Five Stars,2015-11-23,0.484389990568161,0.0384799987077713,0.3990899920463562,0.047600001096725464,0.03044999949634075,0,0.0,0.0,2,1,-6.7,3701,0,1,0.0
5.0,,1,"By far my most favorite keyboard ever. I went through probably 4 of them due to spilling drinks on them, but I always bought another one cause my typing speed was insane on them. The ergonomic feel was comfortable as well.",By far my most favorite keyboard ever,2015-11-22,0.4850200116634369,0.037140000611543655,0.3977999985218048,0.05063999816775322,0.029400000348687172,0,0.0,0.6904,41,3,82.95,3700,0,1,0.0
5.0,,1,"Strange setup, but our secretary requested it and she is really pleased with it.  I The build quality seems decent for a plastic keyboard of this price, and the leatherette wrist padding is a nice touch.","Nice keyboard, our receptionist is happy with it!",2015-11-22,0.48864999413490295,0.041099999099969864,0.3950900137424469,0.04583999887108803,0.029330000281333923,0,0.0,0.822,36,1,51.86,3700,0,0,0.0
5.0,,1,I've purchased two of these keyboards - one for work and one for my home office. Perfect for me.,Love it!,2015-11-22,0.48197999596595764,0.03754999861121178,0.4043099880218506,0.0464400015771389,0.0297200009226799,0,0.0,0.5719,18,2,87.72,3700,0,1,0.0
5.0,,1,"Known product, works well.",Five Stars,2015-11-21,0.483599990606308,0.03776000067591667,0.40202999114990234,0.046709999442100525,0.029890000820159912,0,0.0,0.2732,4,1,92.8,3699,0,1,0.0
5.0,,1,"I have two of these.  One I purchased about 8 years ago.  The ""a b c"" lettering wears away over time.  You have to know how to type to use it when that happens.  Not a problem for me.  My carpel tunnel went away after switching to this.  I have one for my work computer and one for my home computer.  If you have carpel tunnel or are in danger of getting it, this is for you.  Very economical purchase for the value it provides.",I have two of these. One I purchased about ...,2015-11-21,0.4740599989891052,0.0408100001513958,0.405460000038147,0.04830000177025795,0.031369999051094055,0,0.0,0.0665,85,1,10.58,3699,0,1,0.0
