,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
377675,5.0,,True,"08 8, 2015",A28QRK3JGASPIW,B000A6PPOK,{'Style:': ' Business'},R. Mckenzie,"I bought this as a replacement for an old one that randomly stopped recognizing the ""s"" key. Keep in mind this was after approximately 4 years of hardcore type (yes, I just said that). I game a lot and use that key a lot I guess. I also use this keyboard at work and just won't settle for anything less. You can say lots of things about Microsoft, just make sure one of those things is, ""They make a kickass keyboard. :)",You didn't know typing could feel this good,1438992000,
377676,4.0,,False,"08 7, 2015",A1MKVNZKTIMM2C,B000A6PPOK,{'Style:': ' Business'},Wilson Bradley,"Best keyboard I have ever used- HOWEVER, wished it was back light lit. (should be a standard feature these days )",Best keyboard I have ever used- HOWEVER,1438905600,
377679,5.0,,True,"08 6, 2015",A20OGC4Z1FJS6U,B000A6PPOK,{'Style:': ' Retail'},Annie,Greatest keyboard.  If you do lots of typing this is the keyboard for you.,Greatest keyboard. If you do lots of typing this ...,1438819200,
377680,5.0,,True,"08 6, 2015",A6WIN7AFE8XET,B000A6PPOK,{'Style:': ' Retail'},Hgrubbs,"I bought this for my Customer Service Rep., she really loves this and no more sore wrists.",best way to type,1438819200,
377681,4.0,,False,"08 6, 2015",AK8W3Q03FGS12,B000A6PPOK,{'Style:': ' Retail'},J. Shearhart,"My only real complaints are that the space bar sticks occasionally, and the zoom toggle feels a little cheap. Typing requires a little more attention if you're coming over from a traditional keyboard, but this layout is worth it for those who spend all day banging keys. The shortcuts are handy (especially the calculator), and an optional, included base allows the wrists to wrest comfortably on the cushion rather than the desk. The cushion itself is easy to forget, and that's a good thing. Overall, it's great for a cheap keyboard.","qwert...now, where is that ""y""?",1438819200,
377682,5.0,,True,"08 6, 2015",A3BML11UR0SZK5,B000A6PPOK,{'Style:': ' Retail'},Judith J.,fine,fine,1438819200,
377683,5.0,,False,"08 5, 2015",AKC21OTM9QBSS,B000A6PPOK,{'Style:': ' Retail'},Dan - Los Angeles,"This is a great keyboard but the letter labels wear off after 6 months of use.  After buying two keyboards in a year, I put two coats of clear nail polish on the top surface of the 3rd replacement's keys and it still looks like new now after three years of heavy use.",Key Labels Wear Off - Solve with Clear Nail Polish,1438732800,
377684,5.0,,True,"08 5, 2015",A2TXXDZ96PSVLT,B000A6PPOK,{'Style:': ' Retail'},Michelle,"I love this keyboard. I bought one to use at my office for my job in which I'm typing constantly. I have moderate carpal tunnel in my right wrist & this ergonomic keyboard helps reduce the pain & pressure that I put on my wrists. I thought at first that it would take some getting used to the key position, but it was super simple, I had no problems at all.

It is a little noisy, I feel like the keys are louder than a regular keyboard, but not too bad.",Helps my carpal tunnel!,1438732800,
377685,5.0,,True,"08 5, 2015",A2ZO16AM6MD14H,B000A6PPOK,{'Style:': ' Retail'},Goffer,Second one...first died after I dropped it!  What a klutz!  Used the additional wrist support bar this time - much more comfortable!,Very comfortable!,1438732800,
377686,1.0,,False,"08 4, 2015",A14KDH1BXAAK03,B000A6PPOK,{'Style:': ' Retail'},Corte Maderan,"I love the design but the keys are intermittently jam. Worthless.
Typical Microsoft; they have some of smartest people on earth but sabotage their work with poor execution.",Keys jam. Useless.,1438646400,
377687,5.0,,True,"08 3, 2015",A30PKC92G9K9PN,B000A6PPOK,{'Style:': ' Retail'},Kati,Sorry I took so long to write this review...Just over looked it.  I still have it and it still works perfect...,"Bought in 2008, love it.",1438560000,
377688,5.0,,True,"08 1, 2015",A2UR0U90I7FC21,B000A6PPOK,{'Style:': ' Retail'},Bill,"Have been using this keyboard for a good period of time now... my hands thank me for purchasing this keyboard.
GOOD purchase",My hands thank me!,1438387200,
377689,5.0,,False,"08 1, 2015",A3JBA3AH003YXU,B000A6PPOK,{'Style:': ' Retail'},William D Scheidegger Jr,I bought this one for the house since I already had one at the office. It replaced a Natural Keyboard Elite I bought almost ten years ago. It is a great step up from what I had and makes the transition from the office to home easier. The feel of the keyboard is kind of nice. It is like the Goldilocks of keyboards for me. The keys are not to stiff or to loose; they aren't to loud or to quite. They have a good layout and the extra Application keys are easily programmed in Linux.,Great feeling keyboard.,1438387200,
377690,5.0,,True,"07 31, 2015",ADLN2ZHL23BA2,B000A6PPOK,{'Style:': ' Retail'},Customer1701,"A classic design that evolved up to this model and they still keep making it because people still keep buying it.

I have had one of these models on my desk for the last four or more years. One died when someone damaged the cable, another dies from unnatural causes. Beyond that they still keep churning along and I still keep buying them. (okay, it was weird feeling a new one out of the box, my work one is a wee grubby.  It felt .. Good.)

I won't argue whether it really is ergonomic, a better keyboard, or even better for you. I switched to these models (the original Natural) when my wrists started to flare up, but before it got to far. Haven't had an issue since and never looked back.  If you are already a fan of the key layout and prefer your arrow keys and edit keys (page up/down INS, DEL) in classic format, then this is the keyboard to stick with.

I love the simple macro / quick start keys along the top - have them all assigned to the applications I want - not some multi media 'you want to start our special app / media player' only keys.",What I want when I need to replace my keyboard.,1438300800,
377691,4.0,,True,"07 31, 2015",A1PMWCHM8G2513,B000A6PPOK,{'Style:': ' Business'},Marco Espinoza,Our Boss likes it.,Four Stars,1438300800,
377692,1.0,,True,"07 29, 2015",A1KQZRVOJBVKQR,B000A6PPOK,{'Style:': ' Retail'},James Goeller,It just broke. It is not a good product.,It stinks,1438128000,
377693,4.0,,True,"07 28, 2015",A3EA47O7QL1Y87,B000A6PPOK,{'Style:': ' Retail'},PDXborn,"as good as it gets without dropping the dough on a mechanical keyboard.  Keeps my wrists pain-free after a car accident caused some stress to my right wrist.  Use one and work and at home. If they'd just make a mechanical model, I'd be in keyboard geek heaven.",as good as it gets without dropping the dough on a ...,1438041600,
377694,4.0,,True,"07 28, 2015",A4XQWC7JMY9QT,B000A6PPOK,{'Style:': ' Business'},A. Ocampo,Great product. Good quality,Four Stars,1438041600,
377695,1.0,,True,"07 26, 2015",A244RG8RZ409RE,B000A6PPOK,{'Style:': ' Retail'},Amanda Forest,Unsatisfied.  Letters wore off the keys within a few months.,Unsatisfied. Letters wore off the keys within a few ...,1437868800,
377696,3.0,,True,"07 25, 2015",A31CGYZ8MMAJEK,B000A6PPOK,{'Style:': ' Retail'},MrL,"Once my fingers are in position, it is no problem to type the usual keyboard characters..However, I have to peek when using the special keys, which would be easier if the keyboard were white. Usually, I will turn on a lamp if I want to use one of the special buttons. My carpal tunnel has improved since I got this keyboard.","Once my fingers are in position, it is no ...",1437782400,
377697,5.0,,True,"07 25, 2015",AQNTBA0FN29R4,B000A6PPOK,{'Style:': ' Retail'},Bill Lock jr,Great.,Five Stars,1437782400,
377698,5.0,,True,"07 24, 2015",ARJUUKRCGLO6H,B000A6PPOK,{'Style:': ' Retail'},Lady Orion,"For writing projects and regular computer use, this keyboard works really well.  I have carpal tunnel and so had to switch to this type of keyboard to relieve symptoms.  I wasn't disappointed.  It does take a while to get used to, but overall I can tell using it doesn't bother my wrists and hands like regular keyboards do.  Setup was easy (plugged in the USB to my computer's hard drive and was good to go.)  So far it's holding up really well and shows no signs of wear.  The raised, padded edge of the keyboard is also very comfortable on my wrists.",Great Keyboard,1437696000,
377699,4.0,,True,"07 23, 2015",A34TVYY9U20TXH,B000A6PPOK,{'Style:': ' Retail'},Bruce Nelkin,the spacing of the keys and the angle of the split could have been a little bigger for my tastes... but I'm getting used to deleting and re typing.,the spacing of the keys and the angle of the ...,1437609600,
377700,5.0,,True,"07 23, 2015",AMQNF2R0O6R3B,B000A6PPOK,{'Style:': ' Retail'},Cindy,Great keyboard,Five Stars,1437609600,
377701,5.0,,True,"07 23, 2015",A190KAW1FR7D9L,B000A6PPOK,{'Style:': ' Retail'},Prof OMS,works as advertised,Five Stars,1437609600,
377702,4.0,,True,"07 21, 2015",A1257GYGK493US,B000A6PPOK,{'Style:': ' Retail'},Chip,"So far, I've been using this keyboard for a few day now, and I have to say that I absolutely love it!
I like to code, so it requires a ton of typing, lately I've noticed stiffness and some pain in my wrists, blatant CTS symptoms, I decided to get a nice ergonomic keyboard to maybe slow down the progress of CTS!
I just want to list a few pros and cons so that you can make your own decision!

PROS
* This keyboard is incredibly comfortable! You can't really tell, but your hands are typing at an angle, your thumbs are higher than your pinkies, so you're pushing inwards to the keyboard, I can type on this thing for hours without feeling stiff or any pain what so ever!

*The keys aren't mushy, they feel like mechanical keys, just with a little bit less resistance. It's hard to explain, but typing is satisfying, it doesn't require as much push as a mechanical keyboard, but it's not the hyper-sensitive Chiclets keys on a standard laptop keyboard, it's just responsive enough to where mis-presses are a thing of the past.

*It also comes with an attachment, it's a ""Raiser"" bar that sits underneath the palm wrest, it raises the keyboard quite a few inches off of your desk, this essentially forces you to be in an ergonomic pose, otherwise it's difficult to use, it really does help with all around comfort and I'm never taking it off! Although, if you don't like it, it's optional!

*It also has a ton of customizable buttons near the top! In the middle is a scroll wheel sort of deal, It's really convenient to have when I'm just browsing the internet, I can use one hand to browse long webpages. I re-bind it for certain games for a convenient melee switch!

CONS

*Nothing is perfect, the learning curve can be sort of tough, I've been typing my whole life, so it only takes me a few hours to get up to pace, but for some people, the learning curve can last a few days. I recommend you use this with your work or home computer whenever accuracy and speed aren't really an issue, and bust out your old keyboard or another replacement if you really need to type fast. If you can touch type, it'll only take a few hours to get used to it!

*It's also has a large footprint, I use a large desk so it's not a problem, but for those of you who may have a space premium, consider something smaller or be prepared to move some stuff around.

CONCLUSION

All in all, I really love this keyboard, it relived the pain in my wrists and arms and has a ton of convenient features, Microsoft has been making these things for years, and there's a reason why, they work and people love them! I'm just a drop in the bucket with all of these reviews, so I highly recommend that you read everything and try it out!",An amazing keyboard for cheap!,1437436800,
377703,5.0,,True,"07 21, 2015",A1NTBA9SBVVNMS,B000A6PPOK,{'Style:': ' Retail'},L. Hyde,no substitute.  Always reliably good unless you pour water into it. :(,Always reliably good unless you pour water into it,1437436800,
377704,5.0,,True,"07 20, 2015",A22FEY9ZI9JSX1,B000A6PPOK,{'Style:': ' Business'},LaNuevaOlla,Best keyboard ever. I'm a computer programmer and heavy keyboard user.,Great comfort,1437350400,
377705,5.0,,True,"07 19, 2015",A52WUZJPMXK1N,B000A6PPOK,{'Style:': ' Retail'},MRS. GEORGE PAULSON,GREAT FOR MY CARPAL TUNNEL.,Five Stars,1437264000,
377706,5.0,,True,"07 19, 2015",A5OTAHGNH8RS6,B000A6PPOK,{'Style:': ' Retail'},Donna B. Herweg,"nice product over all, smooth keystrokes, nice ergonomics in a number of ways:  key placement, padded wrist rest, even comes with riser to orient keyboard downward, if that's your thing.  keys can be remapped using downloadable software, even application specific changes to keys are possible.  very well thought out and quite reasonably priced i might add.  probably wouldn't purchase at MSRP, however at just over 30.00 dollars it's quite a deal IMO.",nice product over all,1437264000,
377707,4.0,,False,"07 18, 2015",A2Z1NYWHURDRVO,B000A6PPOK,{'Style:': ' Retail'},Thomas Burgess,"This is a very capable little (or rather extremely large) keyboard. The padding at the bottom is not really padding so much as a leathery material over plastic, which I didn't actually mind but was just surprised by. The space bar is also too stiff for my liking, especially for the gaming that I use this for. It does not come with any sort of manual so figuring out how to set the special function keys was a bit confusing and took a bit of Google searching to figure out. I learned that you have to download device specific software to assign the keys, which can be found here: https://www.microsoft.com/hardware/en-us/d/natural-ergonomic-keyboard-4000 . But in regards to typing, personally I had not used a keyboard anything like this before. I had always used laptop keyboards and those iMac bluetooth keyboards. So I'm not really a connoisseur per-say of this kind of keyboard, but to me it was a welcome change and I thoroughly enjoyed using it. I still maintained my 70WPM typing speed, and even was a little faster than usual (granted after I got used to the keyboard about a day later). So all in all great keyboard, except for the lack of manual or instructions of any kind whatsoever.

-A Thomas Burgess Review","Great keyboard, annoying lack of manual or instructions",1437177600,
377708,1.0,,False,"07 18, 2015",A216JD1RT0VF4K,B000A6PPOK,{'Style:': ' Retail'},Hessam,"I Disappointed from this keyboard. Space bar is really stiff.
Logitech Mk550 is a better choice.",Microsoft product... Really?!...,1437177600,
377709,5.0,,True,"07 18, 2015",A2W4STPP19VXF5,B000A6PPOK,{'Style:': ' Retail'},Lenore Cruz,I love this keyboard.  I have one at work that I use and now I can have mine at home.  Very Fast delivery...,I love this keyboard,1437177600,
377710,5.0,,False,"07 16, 2015",AL4CJITRALYBU,B000A6PPOK,{'Style:': ' Retail'},Kristin B.,"My husband is an IT guy as well as a computer gamer and he is frequently on his computer. Throughout all of his years of trying out different keyboards, this is the only one he has found that works for him. He started using this one while in college and, a number of years later, this is still the keyboard that best suits his needs and he continues to replace his old worn-out keyboards with a brand-new keyboard of the same model. He even uses this keyboard at work all day. The ergonomic keyboard is great because it allows you to naturally rest your wrists to type versus a standard keyboard that makes you keep your wrists fairly straight. My husband has very broad shoulders and this keyboard lets him spend hours a day on his computer without giving him wrist pain. The bottom portion of the keyboard is a soft padded material which is very comfortable. This is also a very durable keyboard even with our twin toddlers occasionally banging on it! Each of his keyboards has lasted approximately four years and he is very happy with its longevity and the price he pays for them. If you have broad shoulders and spend a lot of time on your computer, he highly recommends this keyboard because it is much more comfortable than a standard keyboard!",Excellent Keyboard for People with Broad Shoulders!,1437004800,
377711,4.0,,True,"07 16, 2015",A89QM8KXBC912,B000A6PPOK,{'Style:': ' Retail'},D. Stawinski,"Still the one.  Just wish it was bluetoothy, or that it had a USB port to compensate for the one it uses.","Still the one. Just wish it was bluetoothy, ...",1437004800,
377712,3.0,,True,"07 16, 2015",A3QS7FPN97XC5R,B000A6PPOK,{'Style:': ' Business'},J C,"Worked great for 40 days.  When i called Amazone Customer Service, i was told i was out of luck because their 30 day return/refund/replacement warranty was expired and to try the manafacture.  Sent to the trash and started using the factory keyboard.",Your Choice.,1437004800,
377713,4.0,,True,"07 15, 2015",AORDFWTTR8N75,B000A6PPOK,{'Style:': ' Retail'},William L Harrison,"I erred because I was looking for a wireless keyboard.  When it arrived, it seemed worth a try.  It is certainly not for everyone, and takes an appreciable amount of time to get your fingers to fall into the correct place on the keyboard.  Once a comfort level is established, it seems a useful arrangement, but I wonder how I will do when I sit down to a normal keyboard?",Nixed blessing.,1436918400,
377714,1.0,,False,"07 15, 2015",AHZ1Z9KKX28IB,B000A6PPOK,{'Style:': ' Retail'},Kim Smith,"Many reviews state this keyboard will start malfunctioning after 1 year. Turns out this is true.  I have owned TWO of these keyboards, and both of them started not recognizing keypresses or would enter the wrong key when pressed.  Unfortunately this happens just months after the 1 year warranty expires.

Example, I press 3 and the r key is pressed...enter, shift, I, and most of the numbers no longer work.",THESE KEYBOARDS ARE KNOWN TO FAIL AFTER 1 YEAR,1436918400,
377715,5.0,,True,"07 15, 2015",A3755F7I0VHGW0,B000A6PPOK,{'Style:': ' Retail'},T. Mark Graham,"With my wide shoulders, a standard keypad causes carpal tunnel.  The angled keys mean I don't have to crimp my wrists to type.

Edited - I wore the lettering ff the keys in 6 months.  My daughter, who cannot touch-type, cannot use it now.","With my wide shoulders, a standard keypad causes carpal ...",1436918400,
377716,5.0,,True,"07 14, 2015",ARSCWLK5YZHVQ,B000A6PPOK,{'Style:': ' Retail'},Cash,Thank You!,Five Stars,1436832000,
377717,5.0,,True,"07 14, 2015",A1JE76Z17EGSKM,B000A6PPOK,{'Style:': ' Retail'},Michigan SEO,"The only keyboard it will use!

Great quality hardware from a great company. I have bought 3 of these and keep coming back.",Love this keyboard!!,1436832000,
377718,5.0,,True,"07 13, 2015",A2NGU5W3UZXDQ,B000A6PPOK,{'Style:': ' Retail'},apc,"Wonderful layout, keys are soft and easy to press. Very much like this keyboard.",nice ergonomic design with easy to press keys,1436745600,
377719,4.0,,True,"07 12, 2015",A160VWZVLL6O8G,B000A6PPOK,{'Style:': ' Retail'},Melody,I really like this keyboard and it is the 2nd one I have purchased. I prefer it to the newer model. My only complaint is I with the keys had more of a click when pressed. These are almost silent and it takes away a small part of my typing satisfaction.,I really like this keyboard and it is the 2nd one I ...,1436659200,
377720,5.0,,True,"07 12, 2015",A1Q6OXA3F531FA,B000A6PPOK,{'Style:': ' Retail'},Stephanie Hippo,"I work as a software developer, and while I was going to school and working, I was probably at a keyboard for 12 hours a day. This was recommended to me after the shooting pains in my wrist were getting in the way of getting things done.

After only a few days, the pain was gone from my wrist. I'll never use anything else.",Saved my Wrists,1436659200,
377721,5.0,,True,"07 12, 2015",A2GB93HGMLPJMX,B000A6PPOK,{'Style:': ' Business'},Al,"If you type more than one sentence at a time, this is for you.
If you type full words not abbreviated words like Ty, TTYL, or Lol, this is for you.
If you are able to type without looking down, this is for you.
I have always enjoyed typing with spilt keyboards and now having to write/type up more rot work at home, it fits my needs. Granted the keyboard is physically bigger than my last one I had more than five years ago. My pinky will have to make a little more effort on typing A and using shift. A side from the bigger shape, I really like the silent keys, soft to touch and the now the raised palm rests. If your used to the small standard keyboards it is going to take sometime to get used to it.

Thanks and have a good day.","Best ergonomic keyboard, for my use.",1436659200,
377722,5.0,,True,"07 10, 2015",A288XWQ93WY3PI,B000A6PPOK,{'Style:': ' Retail'},Tim Oien,Use this at work everyday and love it. The pad is a life (wrist) saver.,Must buy,1436486400,
377723,5.0,,True,"07 10, 2015",A1XFT2GXOEZIT2,B000A6PPOK,{'Style:': ' Business'},Alan,Love this keyboard,Five Stars,1436486400,
377724,4.0,,True,"07 9, 2015",AHZXCNIUNEXVS,B000A6PPOK,{'Style:': ' Retail'},Rilee James,I work on a computer 8-10 hours a day. I need something that provides support and had the USB cable for the connection. So far everything's working great and my wrists and shoulders aren't hurting so much. So far I've had it 3 weeks and will update when I've had it longer.,Happy camper,1436400000,
377725,4.0,,True,"07 9, 2015",A1JHY6DR5WQXPB,B000A6PPOK,{'Style:': ' Retail'},Daniel,"I really like this keyboard design--and it helps my typing endurance a lot as I type thousands of words every day at work. I have even gotten compliments from my bosses on the keyboard, which I never expected. My one complaint is that the center scrolling control never worked--so don't buy the keyboard for that. But I have a mouse so I'm fine.",I really like this keyboard design--and it helps my typing endurance a ...,1436400000,
377726,4.0,,True,"07 8, 2015",A4RX627W9LB37,B000A6PPOK,{'Style:': ' Retail'},Ben Ark,OK successor to the Natural Pro series. The space key is annoyingly loud and has to be pressed harder than on the older series.,OK successor to the Natural Pro series. The space ...,1436313600,
377727,5.0,,True,"07 8, 2015",A2YFXV9LF6CTBQ,B000A6PPOK,{'Style:': ' Business'},Leonard,"Had to go online for the proper download to COMPLETELY install all features, but well worth it.
I have a very recent computer but when you just plug and play, all the features aren't installed.
it's simple to install the keyboard itself though.
I'd like to say that I have larger hands for a small guy and this helps me type Much, much faster!",well worth it,1436313600,
377728,5.0,,True,"07 7, 2015",A2I78OKM03ZTZ2,B000A6PPOK,{'Style:': ' Retail'},P. Crosby,"Starting using this keyboard 12 years ago and haven't gone back to a regular keyboard since.  Once you get used to this, you'll never go back as this one is designed much better than traditional desktop keyboards which are awful.  Takes about 30 minutes to get used to it.  Great price!",you'll never go back as this one is designed much better than traditional desktop keyboards which are awful,1436227200,
377729,4.0,,False,"07 7, 2015",A1CJWQFMOTLMSF,B000A6PPOK,{'Style:': ' Retail'},E. W.,"I love this keyboard. I gave it 4 stars, because of the space bar thing (which I fixed myself, no big deal) and the character/numbers are wearing off so fast. It ain't compact that's for sure!

Recently,  I spilled some coffee on my keyboard and had to use one of those little chicklett keyboards that comes free with a computer/laptop keyboard... we have it around to use as a backup in these cases. I waited a good week to let my keyboard dry out and I never had such a bad time trying to type on that little keyboard. It's smaller than normal size and usually I adjust, but I just couldn't this time. I am average sized female and I need a normal sized keyboard. The M.N.E.4000 fits just right at the exact angle of where my hands rest in front of me.

When I first got my MS Natural Ergonomic 4000 it took some getting used to, but not very long...... I can type for hours, faster, without feeling any pain or fatigue what-so-ever.
The ONLY problem I have is the key characters/numbers are wearing off. I've had other keyboards for over 10 years and the letters/numbers never wore off even with regular cleaning with alcohol.  I remedied that by making my own stick-ons with double sided tape, clear packing tape, and printing out the letter in white on black background. The 'new' letters stick better if they fit the whole key top and mine have stayed put for over a year now. (use nothing but 3M tape).",MS Natural Ergonomic Keyboard 4000 - I hope MS never discontinues it.,1436227200,
377730,3.0,,True,"07 6, 2015",A2IBCXXX4V3KU0,B000A6PPOK,{'Style:': ' Retail'},Kindle Customer,"Had to return  the keyboard  as it would not work [not compatible]  with my computer.  It  seemed to be  fine -- although I note that it was a ""split""  keyboard......

I cannot really attest to liking/not liking as I never was able to use it.",Microsoft Natural Ergonomic Keyboard 4000 ...,1436140800,
377731,2.0,,True,"07 5, 2015",A4YLGEFAUWRI5,B000A6PPOK,{'Style:': ' Business'},Charlene,Cheap. Space bar is difficult to press.,Nope.,1436054400,
377732,5.0,,True,"07 4, 2015",A2GNY484P8BAO5,B000A6PPOK,{'Style:': ' Retail'},B. Johnson,"I purchased this keyboard to replace one that had a couple of sticky keys.  It has taken a little bit of patience to get used to the different position of the keys, since it is somewhat divided in the middle.  But, I am very happy with it.  Would recommend it to others.",I am very happy with it,1435968000,
377733,3.0,,True,"07 2, 2015",A2OTQMC69J8MUI,B000A6PPOK,{'Style:': ' Retail'},Emileigh,"My most favourite keyboard was the Natural Elite - which wasn't that small.  This one is nice and large, but unlike most all other naturals, it has a weird configuration for the center keys.  I could deal with them except that the Intelletype software doesn't allow you to reposition them, which is a huge flaw - it's just software!

What was extremely awful is there is no power key.  You cannot sleep the keyboard.  Eventually I found a way to write a batch file and launch a command session to do the job, then assign it to a function key.  But in this day and age, on and off is pretty much standard.

Another ding is the center zoom up and down doesn't work with all apps, and you cannot reprogram that with Intellitype either.  I guess Intellitype isn't that intelligent.",The keys are all wrong,1435795200,
377734,5.0,,True,"07 2, 2015",A1KX1RGL86TKUR,B000A6PPOK,{'Style:': ' Retail'},AL,"Good luck finding a better keyboard for even 1/4 of this keyboard's price.
On the other hand, I hate the [f Lock] button.",Good luck finding a better keyboard for even 1/4 of ...,1435795200,
377735,4.0,,True,"07 1, 2015",ASSFXI9YWM8HH,B000A6PPOK,{'Style:': ' Retail'},J. Hodge,i use it everyday almost.  has held up well.,Four Stars,1435708800,
377736,4.0,,True,"06 30, 2015",A2EOR5ALWEP4S9,B000A6PPOK,{'Style:': ' Retail'},Kegger,No issues,Four Stars,1435622400,
377737,5.0,,True,"06 28, 2015",A2KW0CYTH8L2EL,B000A6PPOK,{'Style:': ' Retail'},Schumi Jr.,I love them.,Own two.,1435449600,
377738,1.0,,True,"06 28, 2015",A2N9CJ6MSIFVKV,B000A6PPOK,{'Style:': ' Business'},Alex H.,"too big, broke just after return period so now the main enter key won't register, as I am a developer that makes the entire device useless to me.",dont buy,1435449600,
377739,5.0,,True,"06 27, 2015",A3FYEIYU6ZLRIV,B000A6PPOK,{'Style:': ' Retail'},AlleyOop,Seem to have problems with the wireless ones locking up on me at the most inopportune times! So got the USB one-also saves on batteries. The design is more comfortable for my arthritic hands.,Better than wireless!,1435363200,
377740,5.0,,True,"06 27, 2015",A2BOHG81A6C0MH,B000A6PPOK,{'Style:': ' Retail'},Michael D. Frericks,Takes sometime to get use to but overall it is a really good keyboard.,Quality Keyboard but takes a week or two to get use to.,1435363200,
377741,5.0,,True,"06 25, 2015",ARDNTJLKLIULD,B000A6PPOK,{'Style:': ' Retail'},J.B. Taylor,"Love my keyboard. The keys are perfect, their placement even more so. I love it. Truly. If you need a keyboard, get this. You won't be disappointed.","If you need a keyboard, get this. You won't be disappointed.",1435190400,
377742,4.0,,True,"06 24, 2015",A37T0HK75VZSZ3,B000A6PPOK,{'Style:': ' Retail'},Ann,"Very nice keyboard.  My only criticism is that it is too deep a width, so not as comfortable to use as I would expect.",Very nice keyboard. My only criticism is that it is ...,1435104000,
377743,4.0,,True,"06 24, 2015",A2ACJOGN7XHKIB,B000A6PPOK,{'Style:': ' Retail'},Repairman,"I like the shape of this style of keyboard. I have owned 5 or 6 of them so far. The work great on PC's (Windows / IBM) computers, but for reasons I cannot explain they fail after approximately 9 to 16 months when connected to my Apple computers therefore since I only own Apple computers I have stopped purchasing them. I like my Mac but I hate Apple keyboards and mice. I am still looking for something ergonomic for my Macs.",I like the shape of this style of keyboard,1435104000,
377744,5.0,,True,"06 23, 2015",AT20T9J56NO0P,B000A6PPOK,{'Style:': ' Business'},TheRealJohnThompson,"Great quality, if you still like this sort of keyboard, I dont.",Five Stars,1435017600,
377745,5.0,,True,"06 23, 2015",A13AFNP2D29M4T,B000A6PPOK,{'Style:': ' Business'},Sheila,"I use it everyday...took some getting use to, but now, it wonderful...",it wonderful..,1435017600,
377746,5.0,,True,"06 21, 2015",APIGXQ3J742XI,B000A6PPOK,{'Style:': ' Retail'},RA Fisher,The best keyboard I've ever used. My only complaint is the noisy space bar.,Wonderful keyboard!,1434844800,
377747,5.0,,True,"06 21, 2015",A6B6DF1PZ012M,B000A6PPOK,{'Style:': ' Retail'},The Owlbg ng esbmnegbvggvvmesgbenegbeesesnfvvs.envnnfh nw.esvg:-*:-|:-:-P:-:-P(TT)(TT):-D:O:-D,"Excellent product.  I've used one for years...my old one finally wore out.

The cushioned wrist rest is a fine addition as are the special, single-function keys added across the top which launch the first five programs on your tool bar.

As for the vendor?  I couldn't give him higher marks.",Good Keyboard for this with sore wrists.,1434844800,
377748,1.0,,True,"06 19, 2015",AWN2NEDTVD2PC,B000A6PPOK,{'Style:': ' Retail'},designer,"Hate it, I can't ever seem to hit the right keys any more.  Will be buying a different keyboard soon.",keyboard nightmare,1434672000,
377749,5.0,,True,"06 18, 2015",AITFEAKFJMC30,B000A6PPOK,{'Style:': ' Retail'},Jacob H,"By far my favorite keyboard.  Bought 2 as backup when it was on lighting deal.

Ok durability, quiet, and doesn't require much pressure to hit the keys.

I always recommend this to friends/family.

I can't find anything else out there that I like better.",Best Ergo Keyboard I have seen..,1434585600,
377750,5.0,,True,"06 15, 2015",A2D99EHG9UYPEV,B000A6PPOK,{'Style:': ' Retail'},GeoRaMur,"Good quiet Keyboard, does the job very well.",Five Stars,1434326400,
377751,5.0,,True,"06 14, 2015",A3P9ZBBL9A4C7I,B000A6PPOK,{'Style:': ' Business'},Bro tim,I've had these before since they come out and it's still the best keyboard out there.,... before since they come out and it's still the best keyboard out there,1434240000,
377752,5.0,,True,"06 14, 2015",A2CTTN1XA9339U,B000A6PPOK,{'Style:': ' Retail'},AnneFranklin,"Love this keyboard! It is angled to make you more comfortable when typing and the wrist rest is so kind to your hands! It's large enough so it doesn't slip all over the place, it stays where you put it! Only thing is, I put the attachment that is under the front, in the BACK and it makes it easier to use! Love it and I don't ever want another kind of keyboard!
Superfast shipping and excellent seller.....A+++++++++++",Love this keyboard,1434240000,
377753,5.0,,True,"06 12, 2015",A3642OLLU0FDMJ,B000A6PPOK,{'Style:': ' Retail'},GS&amp;WS,Great product and seller.,Five Stars,1434067200,
377754,5.0,,True,"06 10, 2015",A2WVHV7KZ8DN13,B000A6PPOK,{'Style:': ' Retail'},Kent,"Having a keyboard like this is significantly better than the standard keyboard, plus as odd as this sounds provides less strain on your wrists.  Padding is nice.  Only ""complaint"" would be spacebar it is pretty loud when you tap it for some reason.  Overlal though awesome, had to dig deep for a negative thing to say and it isn't even too bad",Great keyboard,1433894400,
377755,5.0,,True,"06 9, 2015",A3JBLE5QZI5JI1,B000A6PPOK,{'Style:': ' Retail'},Gonzalez,"Personally, I love this keyboard. It is great for people who use there computer for hours. I love how I can rest my palms and have both of my arms in a more natural position. The only problems that I can find in this keyboard are that the keys require you to press down much harder than a chiclet style keyboard and that the keyboard takes up a very large amount of room. Also, for people who are heavily dependent on the F-keys or ESC (vi), this is definitely not the keyboard for you.",Comfortable!,1433808000,
